======================================================================
TOP FEATURES BY CLUSTER RELEVANCE
Dataset: calcite-sm-only
Algorithm: DBSCAN
Samples: 19751, Features: 2859
======================================================================

Rank   Feature                                               Relevance
496    SM_enum_nle_hoover                                     5.135992
497    SM_enum_nl_hoover                                      5.135992
498    SM_enum_nle_atkinson                                   5.135992
499    SM_enum_nl_atkinson                                    5.135992
500    SM_interface_clc_atkinson                              5.132252
501    SM_interface_ldc_atkinson                              5.132252
502    SM_interface_lldc_atkinson                             5.132252
503    SM_interface_cco_atkinson                              5.132252
504    SM_interface_cc_atkinson                               5.132252
505    SM_interface_lldc_hoover                               5.132252
506    SM_interface_cllc_hoover                               5.132252
507    SM_interface_ldc_hoover                                5.132252
508    SM_interface_cco_hoover                                5.132252
509    SM_interface_ccl_hoover                                5.132252
510    SM_interface_ci_atkinson                               5.132252
511    SM_interface_cc_hoover                                 5.132252
512    SM_interface_cllc_atkinson                             5.132252
513    SM_interface_ci_hoover                                 5.132252
514    SM_interface_clc_hoover                                5.132252
515    SM_interface_ccl_atkinson                              5.132252
516    SM_enum_tnlpm_theil                                    5.131585
517    SM_enum_tnpm_theil                                     5.131585
518    SM_interface_ldc_median                                5.128877
519    SM_interface_ldc_avg                                   5.122897
520    SM_enum_pda_theil                                      5.121915
521    SM_interface_noi_theil                                 5.115510
522    SM_interface_noa_shannon_entropy                       5.114979
523    SM_interface_ldc_stdev                                 5.110938
524    SM_interface_noa_generalized_entropy                   5.110527
525    SM_enum_tnlg_coefficient_of_variation                  5.109838
526    SM_enum_tng_coefficient_of_variation                   5.109838
527    SM_interface_noi_coefficient_of_variation              5.107678
528    SM_interface_noi_atkinson                              5.107451
529    SM_interface_noi_hoover                                5.107451
530    SM_enum_wmc_generalized_entropy                        5.106051
531    SM_interface_ldc_sum                                   5.104986
532    SM_interface_ldc_max                                   5.104986
533    SM_method_loc_sum                                      5.104449
534    SM_enum_lloc_coefficient_of_variation                  5.103096
535    SM_interface_noi_generalized_entropy                   5.102112
536    SM_enum_tnlm_shannon_entropy                           5.099287
537    SM_enum_nlm_shannon_entropy                            5.099287
538    SM_enum_nm_shannon_entropy                             5.099287
539    SM_enum_tnm_shannon_entropy                            5.099287
540    SM_interface_ci_generalized_entropy                    5.099260
541    SM_enum_dloc_coefficient_of_variation                  5.099187
542    SM_interface_loc_stdev                                 5.094774
543    SM_enum_tlloc_coefficient_of_variation                 5.093283
544    SM_enum_nos_generalized_entropy                        5.092881
545    SM_interface_dit_shannon_entropy                       5.089770
546    SM_interface_noi_stdev                                 5.089567
547    SM_interface_noi_shannon_entropy                       5.089269
548    SM_enum_pda_coefficient_of_variation                   5.088667
549    SM_class_loc_sum                                       5.088540
550    SM_enum_lloc_hoover                                    5.088408
551    SM_enum_cloc_coefficient_of_variation                  5.086958
552    SM_enum_tng_hoover                                     5.086269
553    SM_enum_tnlg_hoover                                    5.086269
554    SM_enum_tng_atkinson                                   5.086269
555    SM_enum_tnlg_atkinson                                  5.086269
556    SM_enum_rfc_shannon_entropy                            5.084703
557    SM_interface_tnlpa_generalized_entropy                 5.084106
558    SM_enum_tcloc_coefficient_of_variation                 5.080878
559    SM_enum_pda_hoover                                     5.079877
560    SM_method_ci_avg                                       5.079048
561    SM_enum_tlloc_hoover                                   5.078940
562    SM_enum_loc_coefficient_of_variation                   5.076879
563    SM_enum_tnos_shannon_entropy                           5.072842
564    SM_enum_nos_shannon_entropy                            5.072842
565    SM_enum_tloc_coefficient_of_variation                  5.072791
566    SM_interface_tnlpa_shannon_entropy                     5.072486
567    SM_interface_tnpa_shannon_entropy                      5.071687
568    SM_enum_cbo_theil                                      5.067571
569    SM_interface_lldc_median                               5.066150
570    SM_enum_tnos_generalized_entropy                       5.065743
571    SM_enum_nlm_atkinson                                   5.060912
572    SM_enum_nm_atkinson                                    5.060912
573    SM_interface_dit_generalized_entropy                   5.060754
574    SM_interface_lldc_avg                                  5.060061
575    SM_interface_tcloc_stdev                               5.059502
576    SM_enum_tnm_atkinson                                   5.059304
577    SM_enum_tnlm_atkinson                                  5.059304
578    SM_interface_nop_generalized_entropy                   5.058655
579    SM_interface_tnpa_generalized_entropy                  5.058411
580    SM_class_nl_sum                                        5.058343
581    SM_interface_noa_hoover                                5.058104
582    SM_enum_dloc_hoover                                    5.056938
583    SM_file_loc                                            5.055097
